SHALLOWCTDID,CTDDATAKEY,CTDCASTID,ASSOC_OCC_SITEID,ASSOC_REA_SITE,CRUISE,REGIONCODE,REGION,LOCATIONCODE,LOCATION,LATITUDE,LONGITUDE,UTCDATETIME,CASTYEAR,WATERSAMPLE,OFFSHORE_YN,SURVEY_DESIGN,PRESSURE_DB,DEPTH_M,TEMP_DEGC,COND_S_PER_M,SALN_PSU,DENSITY_SIGMAT
HA1606_MHI_OAH_SN3029_004,291188,3936,,OAH-2781,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.645858,-158.06688,2016-08-20 21:00:00,2016,TRUE,NO,Stratified_Random,17.095,16.996,26.6222,5.473268,34.9792,22.8198
HA1606_MHI_OAH_SN3029_005,291189,3937,,OAH-2766,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.676826,-158.047605,2016-08-20 23:30:00,2016,TRUE,NO,Stratified_Random,3.017,2.999,26.8683,5.479546,34.83,22.6317
HA1606_MHI_OAH_SN3029_005,291190,3937,,OAH-2766,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.676826,-158.047605,2016-08-20 23:30:00,2016,TRUE,NO,Stratified_Random,4.022,3.999,26.8706,5.47903,34.8242,22.6266
HA1606_MHI_OAH_SN3029_005,291191,3937,,OAH-2766,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.676826,-158.047605,2016-08-20 23:30:00,2016,TRUE,NO,Stratified_Random,5.028,4.997,26.8692,5.479686,34.8296,22.6311
HA1606_MHI_OAH_SN3029_005,291192,3937,,OAH-2766,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.676826,-158.047605,2016-08-20 23:30:00,2016,TRUE,NO,Stratified_Random,6.034,5.998,26.8677,5.479647,34.8301,22.6319
HA1606_MHI_OAH_SN3029_005,291193,3937,,OAH-2766,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.676826,-158.047605,2016-08-20 23:30:00,2016,TRUE,NO,Stratified_Random,7.039,6.998,26.8634,5.479398,34.8312,22.6341
HA1606_MHI_OAH_SN3029_005,291194,3937,,OAH-2766,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.676826,-158.047605,2016-08-20 23:30:00,2016,TRUE,NO,Stratified_Random,8.045,7.998,26.8636,5.479467,34.8313,22.6342
HA1606_MHI_OAH_SN3029_005,291195,3937,,OAH-2766,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.676826,-158.047605,2016-08-20 23:30:00,2016,TRUE,NO,Stratified_Random,9.05,8.998,26.8633,5.479629,34.8323,22.6351
HA1606_MHI_OAH_SN3029_005,291196,3937,,OAH-2766,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.676826,-158.047605,2016-08-20 23:30:00,2016,TRUE,NO,Stratified_Random,10.056,9.998,26.8637,5.479956,34.8341,22.6362
HA1606_MHI_OAH_SN3029_005,291197,3937,,OAH-2766,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.676826,-158.047605,2016-08-20 23:30:00,2016,TRUE,NO,Stratified_Random,11.061,10.997,26.8634,5.480051,34.8347,22.6367
HA1606_MHI_OAH_SN3029_005,291198,3937,,OAH-2766,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.676826,-158.047605,2016-08-20 23:30:00,2016,TRUE,NO,Stratified_Random,12.067,11.996,26.8641,5.480113,34.8342,22.6362
HA1606_MHI_OAH_SN3029_005,291199,3937,,OAH-2766,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.676826,-158.047605,2016-08-20 23:30:00,2016,TRUE,NO,Stratified_Random,13.073,12.997,26.864,5.48022,34.8347,22.6366
HA1606_MHI_OAH_SN3029_005,291200,3937,,OAH-2766,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.676826,-158.047605,2016-08-20 23:30:00,2016,TRUE,NO,Stratified_Random,14.078,13.996,26.8649,5.480565,34.8363,22.6376
HA1606_MHI_OAH_SN3029_005,291201,3937,,OAH-2766,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.676826,-158.047605,2016-08-20 23:30:00,2016,TRUE,NO,Stratified_Random,15.084,14.997,26.8696,5.481003,34.8356,22.6355
HA1606_MHI_OAH_SN3029_005,291202,3937,,OAH-2766,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.676826,-158.047605,2016-08-20 23:30:00,2016,TRUE,NO,Stratified_Random,16.09,15.996,26.8723,5.481134,34.8343,22.6337
HA1606_MHI_KAH_SN4818_009,290138,3938,,KAH-03,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.60047994,-156.56041992,2016-08-21 19:22:00,2016,TRUE,NO,Stratified_Random,1.006,0.992,27.3129,5.517665,34.7704,22.4447
HA1606_MHI_KAH_SN4818_009,290139,3938,,KAH-03,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.60047994,-156.56041992,2016-08-21 19:22:00,2016,TRUE,NO,Stratified_Random,2.011,1.955,27.2842,5.511794,34.7475,22.436
HA1606_MHI_KAH_SN4818_009,290140,3938,,KAH-03,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.60047994,-156.56041992,2016-08-21 19:22:00,2016,TRUE,NO,Stratified_Random,3.017,2.989,27.281,5.511598,34.7488,22.4383
HA1606_MHI_KAH_SN4818_009,290141,3938,,KAH-03,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.60047994,-156.56041992,2016-08-21 19:22:00,2016,TRUE,NO,Stratified_Random,4.022,4.004,27.2737,5.510737,34.7476,22.4395
HA1606_MHI_KAH_SN4818_009,290142,3938,,KAH-03,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.60047994,-156.56041992,2016-08-21 19:22:00,2016,TRUE,NO,Stratified_Random,5.028,5.015,27.2689,5.510198,34.7475,22.4412
HA1606_MHI_KAH_SN4818_009,290143,3938,,KAH-03,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.60047994,-156.56041992,2016-08-21 19:22:00,2016,TRUE,NO,Stratified_Random,6.033,5.977,27.2674,5.510093,34.7481,22.4424
HA1606_MHI_KAH_SN4818_009,290144,3938,,KAH-03,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.60047994,-156.56041992,2016-08-21 19:22:00,2016,TRUE,NO,Stratified_Random,7.039,7.022,27.2655,5.509856,34.7471,22.4421
HA1606_MHI_KAH_SN4818_009,290145,3938,,KAH-03,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.60047994,-156.56041992,2016-08-21 19:22:00,2016,TRUE,NO,Stratified_Random,8.045,7.981,27.2629,5.509588,34.7468,22.4427
HA1606_MHI_KAH_SN4818_009,290146,3938,,KAH-03,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.60047994,-156.56041992,2016-08-21 19:22:00,2016,TRUE,NO,Stratified_Random,9.05,9.017,27.2502,5.50813,34.7442,22.4441
HA1606_MHI_KAH_SN4818_009,290147,3938,,KAH-03,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.60047994,-156.56041992,2016-08-21 19:22:00,2016,TRUE,NO,Stratified_Random,10.056,9.989,27.2465,5.507687,34.7455,22.4472
HA1606_MHI_KAH_SN4818_009,290148,3938,,KAH-03,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.60047994,-156.56041992,2016-08-21 19:22:00,2016,TRUE,NO,Stratified_Random,11.061,10.984,27.2475,5.507764,34.7452,22.4467
HA1606_MHI_KAH_SN4818_009,290149,3938,,KAH-03,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.60047994,-156.56041992,2016-08-21 19:22:00,2016,TRUE,NO,Stratified_Random,12.067,12.002,27.2491,5.507971,34.7452,22.4462
HA1606_MHI_KAH_SN4818_009,290150,3938,,KAH-03,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.60047994,-156.56041992,2016-08-21 19:22:00,2016,TRUE,NO,Stratified_Random,13.073,12.997,27.2522,5.508333,34.7456,22.4458
HA1606_MHI_KAH_SN4818_009,290151,3938,,KAH-03,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.60047994,-156.56041992,2016-08-21 19:22:00,2016,TRUE,NO,Stratified_Random,14.078,13.988,27.2548,5.508596,34.7449,22.4442
HA1606_MHI_KAH_SN4818_009,290152,3938,,KAH-03,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.60047994,-156.56041992,2016-08-21 19:22:00,2016,TRUE,NO,Stratified_Random,15.084,14.976,27.2548,5.508621,34.7442,22.4434
HA1606_MHI_KAH_SN4818_009,290153,3938,,KAH-03,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.60047994,-156.56041992,2016-08-21 19:22:00,2016,TRUE,NO,Stratified_Random,16.09,16.032,27.2574,5.508958,34.7459,22.4446
HA1606_MHI_KAH_SN4818_009,290154,3938,,KAH-03,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.60047994,-156.56041992,2016-08-21 19:22:00,2016,TRUE,NO,Stratified_Random,17.095,17.108,27.2643,5.509766,34.7452,22.4414
HA1606_MHI_KAH_SN4818_010,290155,3939,,KAH-678,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.52530995,-156.70992994,2016-08-21 23:19:00,2016,TRUE,NO,Stratified_Random,1.006,0.998,27.8211,5.539315,34.5616,22.1187
HA1606_MHI_KAH_SN4818_010,290156,3939,,KAH-678,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.52530995,-156.70992994,2016-08-21 23:19:00,2016,TRUE,NO,Stratified_Random,2.011,1.939,27.4954,5.539131,34.7618,22.3698
HA1606_MHI_KAH_SN4818_010,290157,3939,,KAH-678,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.52530995,-156.70992994,2016-08-21 23:19:00,2016,TRUE,NO,Stratified_Random,3.017,2.951,27.4483,5.532403,34.7678,22.397
HA1606_MHI_KAH_SN4818_010,290158,3939,,KAH-678,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.52530995,-156.70992994,2016-08-21 23:19:00,2016,TRUE,NO,Stratified_Random,4.022,3.996,27.4359,5.531075,34.7701,22.4039
HA1606_MHI_KAH_SN4818_010,290159,3939,,KAH-678,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.52530995,-156.70992994,2016-08-21 23:19:00,2016,TRUE,NO,Stratified_Random,5.028,4.986,27.4329,5.530776,34.7717,22.4069
HA1606_MHI_KAH_SN4818_010,290160,3939,,KAH-678,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.52530995,-156.70992994,2016-08-21 23:19:00,2016,TRUE,NO,Stratified_Random,6.034,5.995,27.4331,5.530838,34.772,22.4072
HA1606_MHI_KAH_SN4818_010,290161,3939,,KAH-678,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.52530995,-156.70992994,2016-08-21 23:19:00,2016,TRUE,NO,Stratified_Random,7.039,7.001,27.4332,5.530917,34.772,22.4071
HA1606_MHI_KAH_SN4818_010,290162,3939,,KAH-678,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.52530995,-156.70992994,2016-08-21 23:19:00,2016,TRUE,NO,Stratified_Random,8.045,8.03,27.4334,5.530966,34.772,22.407
HA1606_MHI_KAH_SN4818_010,290163,3939,,KAH-678,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.52530995,-156.70992994,2016-08-21 23:19:00,2016,TRUE,NO,Stratified_Random,9.05,8.99,27.433,5.530917,34.7716,22.4068
HA1606_MHI_KAH_SN4818_010,290164,3939,,KAH-678,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.52530995,-156.70992994,2016-08-21 23:19:00,2016,TRUE,NO,Stratified_Random,10.056,10.002,27.4339,5.531051,34.7719,22.407
HA1606_MHI_KAH_SN4818_010,290165,3939,,KAH-678,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.52530995,-156.70992994,2016-08-21 23:19:00,2016,TRUE,NO,Stratified_Random,11.062,10.983,27.4367,5.531381,34.7724,22.4067
HA1606_MHI_KAH_SN4818_010,290166,3939,,KAH-678,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.52530995,-156.70992994,2016-08-21 23:19:00,2016,TRUE,NO,Stratified_Random,12.067,12.063,27.4419,5.531884,34.7723,22.4051
HA1606_MHI_KAH_SN4818_010,290167,3939,,KAH-678,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.52530995,-156.70992994,2016-08-21 23:19:00,2016,TRUE,NO,Stratified_Random,13.073,13.199,27.4512,5.533121,34.7734,22.4028
HA1606_MHI_KAH_SN3029_006,291089,3940,,KAH-419,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.512691,-156.543043,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,2.011,1.999,27.1793,5.44016,34.3184,22.1472
HA1606_MHI_KAH_SN3029_006,291090,3940,,KAH-419,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.512691,-156.543043,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,3.017,2.999,27.1965,5.505883,34.7718,22.4831
HA1606_MHI_KAH_SN3029_006,291091,3940,,KAH-419,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.512691,-156.543043,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,4.022,3.998,27.1933,5.499667,34.7297,22.4525
HA1606_MHI_KAH_SN3029_006,291092,3940,,KAH-419,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.512691,-156.543043,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,5.028,4.997,27.1731,5.497528,34.7293,22.4585
HA1606_MHI_KAH_SN3029_006,291093,3940,,KAH-419,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.512691,-156.543043,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,6.033,5.998,27.148,5.494426,34.7257,22.4638
HA1606_MHI_KAH_SN3029_006,291094,3940,,KAH-419,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.512691,-156.543043,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,7.039,6.999,27.1437,5.493972,34.7253,22.4649
HA1606_MHI_KAH_SN3029_006,291095,3940,,KAH-419,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.512691,-156.543043,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,8.045,7.998,27.1393,5.493604,34.7257,22.4666
HA1606_MHI_KAH_SN3029_006,291096,3940,,KAH-419,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.512691,-156.543043,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,9.05,8.997,27.137,5.493471,34.7262,22.4678
HA1606_MHI_KAH_SN3029_006,291097,3940,,KAH-419,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.512691,-156.543043,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,10.056,9.997,27.1371,5.493573,34.7266,22.468
HA1606_MHI_KAH_SN3029_006,291098,3940,,KAH-419,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.512691,-156.543043,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,11.061,10.997,27.1389,5.493783,34.7265,22.4674
HA1606_MHI_KAH_SN3029_006,291099,3940,,KAH-419,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.512691,-156.543043,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,12.067,11.997,27.1401,5.49411,34.7276,22.4678
HA1606_MHI_KAH_SN3029_006,291100,3940,,KAH-419,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.512691,-156.543043,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,13.073,12.997,27.1448,5.494876,34.7292,22.4675
HA1606_MHI_KAH_SN3029_006,291101,3940,,KAH-419,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.512691,-156.543043,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,14.078,13.996,27.1554,5.496177,34.7302,22.4649
HA1606_MHI_KAH_SN3029_006,291102,3940,,KAH-419,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.512691,-156.543043,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,15.084,14.996,27.1592,5.496681,34.7308,22.4641
HA1606_MHI_KAH_SN3029_007,291103,3941,,KAH-362,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.513054,-156.609834,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,1.005,0.999,28.7508,,,
HA1606_MHI_KAH_SN3029_007,291104,3941,,KAH-362,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.513054,-156.609834,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,2.011,1.999,27.4137,5.811526,36.5177,23.717
HA1606_MHI_KAH_SN3029_007,291105,3941,,KAH-362,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.513054,-156.609834,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,3.017,2.999,27.3805,5.517044,34.7137,22.3802
HA1606_MHI_KAH_SN3029_007,291106,3941,,KAH-362,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.513054,-156.609834,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,4.022,3.998,27.3356,5.518311,34.7559,22.4264
HA1606_MHI_KAH_SN3029_007,291107,3941,,KAH-362,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.513054,-156.609834,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,5.028,4.998,27.3219,5.517679,34.7614,22.435
HA1606_MHI_KAH_SN3029_007,291108,3941,,KAH-362,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.513054,-156.609834,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,6.033,5.999,27.322,5.51799,34.7633,22.4364
HA1606_MHI_KAH_SN3029_007,291109,3941,,KAH-362,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.513054,-156.609834,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,7.039,6.998,27.3246,5.51771,34.7592,22.4325
HA1606_MHI_KAH_SN3029_007,291110,3941,,KAH-362,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.513054,-156.609834,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,8.044,7.998,27.2931,5.510678,34.7323,22.4223
HA1606_MHI_KAH_SN3029_007,291111,3941,,KAH-362,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.513054,-156.609834,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,9.05,8.998,27.2327,5.505574,34.7408,22.4482
HA1606_MHI_KAH_SN3029_007,291112,3941,,KAH-362,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.513054,-156.609834,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,10.056,9.997,27.2068,5.504939,34.7553,22.4673
HA1606_MHI_KAH_SN3029_007,291113,3941,,KAH-362,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.513054,-156.609834,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,11.062,10.998,27.2042,5.505171,34.7586,22.4706
HA1606_MHI_KAH_SN3029_007,291114,3941,,KAH-362,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.513054,-156.609834,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,12.067,11.997,27.2046,5.504985,34.7568,22.4692
HA1606_MHI_KAH_SN3029_007,291115,3941,,KAH-362,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.513054,-156.609834,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,13.073,12.996,27.2032,5.504701,34.7553,22.4685
HA1606_MHI_KAH_SN3029_007,291116,3941,,KAH-362,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.513054,-156.609834,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,14.079,13.997,27.2031,5.504676,34.7548,22.4681
HA1606_MHI_KAH_SN3029_007,291117,3941,,KAH-362,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.513054,-156.609834,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,15.084,14.997,27.2026,5.504599,34.7544,22.468
HA1606_MHI_KAH_SN3029_007,291118,3941,,KAH-362,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.513054,-156.609834,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,16.09,15.997,27.2023,5.504516,34.7538,22.4676
HA1606_MHI_KAH_SN3029_007,291119,3941,,KAH-362,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.513054,-156.609834,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,17.095,16.996,27.2023,5.504448,34.753,22.467
HA1606_MHI_KAH_SN3029_007,291120,3941,,KAH-362,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.513054,-156.609834,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,18.101,17.996,27.2022,5.50448,34.753,22.467
HA1606_MHI_KAH_SN3029_007,291121,3941,,KAH-362,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.513054,-156.609834,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,19.107,18.996,27.2017,5.504573,34.7538,22.4678
HA1606_MHI_KAH_SN3029_007,291122,3941,,KAH-362,HA1606_MHI,MHI,Hawaiian Archipelago,KAH,Kaho'olawe,20.513054,-156.609834,2016-07-14 20:18:00,2016,TRUE,NO,Stratified_Random,20.112,19.994,27.2014,5.504634,34.7544,22.4683
HA1606_MHI_OAH_SN3029_008,291203,3942,,OAH-2521,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.387369,-157.690627,2016-08-22 23:18:00,2016,TRUE,NO,Stratified_Random,2.011,2,27.3614,5.515217,34.7159,22.3878
HA1606_MHI_OAH_SN3029_008,291204,3942,,OAH-2521,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.387369,-157.690627,2016-08-22 23:18:00,2016,TRUE,NO,Stratified_Random,3.017,2.998,27.3639,5.530054,34.8186,22.4646
HA1606_MHI_OAH_SN3029_008,291205,3942,,OAH-2521,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.387369,-157.690627,2016-08-22 23:18:00,2016,TRUE,NO,Stratified_Random,4.022,3.999,27.3626,5.529446,34.8148,22.4621
HA1606_MHI_OAH_SN3029_008,291206,3942,,OAH-2521,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.387369,-157.690627,2016-08-22 23:18:00,2016,TRUE,NO,Stratified_Random,5.028,4.998,27.3616,5.529927,34.8186,22.4653
HA1606_MHI_OAH_SN3029_008,291207,3942,,OAH-2521,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.387369,-157.690627,2016-08-22 23:18:00,2016,TRUE,NO,Stratified_Random,6.033,5.998,27.36,5.52989,34.8193,22.4663
HA1606_MHI_OAH_SN3029_008,291208,3942,,OAH-2521,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.387369,-157.690627,2016-08-22 23:18:00,2016,TRUE,NO,Stratified_Random,7.039,6.998,27.3586,5.530062,34.8213,22.4682
HA1606_MHI_OAH_SN3029_008,291209,3942,,OAH-2521,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.387369,-157.690627,2016-08-22 23:18:00,2016,TRUE,NO,Stratified_Random,8.044,7.998,27.3585,5.530458,34.8239,22.4703
HA1606_MHI_OAH_SN3029_008,291210,3942,,OAH-2521,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.387369,-157.690627,2016-08-22 23:18:00,2016,TRUE,NO,Stratified_Random,9.05,8.998,27.3589,5.530857,34.8262,22.4719
HA1606_MHI_OAH_SN3029_008,291211,3942,,OAH-2521,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.387369,-157.690627,2016-08-22 23:18:00,2016,TRUE,NO,Stratified_Random,10.056,9.998,27.3603,5.53112,34.8266,22.4718
HA1606_MHI_OAH_SN3029_008,291212,3942,,OAH-2521,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.387369,-157.690627,2016-08-22 23:18:00,2016,TRUE,NO,Stratified_Random,11.061,10.998,27.3619,5.531236,34.826,22.4707
HA1606_MHI_OAH_SN3029_008,291213,3942,,OAH-2521,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.387369,-157.690627,2016-08-22 23:18:00,2016,TRUE,NO,Stratified_Random,12.067,11.996,27.3646,5.531501,34.8254,22.4694
HA1606_MHI_OAH_SN3029_008,291214,3942,,OAH-2521,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.387369,-157.690627,2016-08-22 23:18:00,2016,TRUE,NO,Stratified_Random,13.073,12.997,27.3677,5.531813,34.825,22.4681
HA1606_MHI_OAH_SN3029_008,291215,3942,,OAH-2521,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.387369,-157.690627,2016-08-22 23:18:00,2016,TRUE,NO,Stratified_Random,14.079,13.997,27.3694,5.531916,34.8242,22.4669
HA1606_MHI_OAH_SN3029_008,291216,3942,,OAH-2521,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.387369,-157.690627,2016-08-22 23:18:00,2016,TRUE,NO,Stratified_Random,15.084,14.997,27.3695,5.531851,34.8235,22.4665
HA1606_MHI_OAH_SN3029_008,291217,3942,,OAH-2521,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.387369,-157.690627,2016-08-22 23:18:00,2016,TRUE,NO,Stratified_Random,16.09,15.996,27.3697,5.531793,34.823,22.466
HA1606_MHI_OAH_SN3029_009,291218,3943,,OAH-2538,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.330579,-157.660273,2016-08-23 01:30:00,2016,TRUE,NO,Stratified_Random,2.011,1.999,27.3996,5.520345,34.7237,22.3816
HA1606_MHI_OAH_SN3029_009,291219,3943,,OAH-2538,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.330579,-157.660273,2016-08-23 01:30:00,2016,TRUE,NO,Stratified_Random,3.017,2.999,27.3841,5.537687,34.8577,22.4875
HA1606_MHI_OAH_SN3029_009,291220,3943,,OAH-2538,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.330579,-157.660273,2016-08-23 01:30:00,2016,TRUE,NO,Stratified_Random,4.022,3.998,27.3543,5.533211,34.8478,22.4895
