SHALLOWCTDID,CTDDATAKEY,CTDCASTID,ASSOC_OCC_SITEID,ASSOC_REA_SITE,CRUISE,REGIONCODE,REGION,LOCATIONCODE,LOCATION,LATITUDE,LONGITUDE,UTCDATETIME,CASTYEAR,WATERSAMPLE,OFFSHORE_YN,SURVEY_DESIGN,PRESSURE_DB,DEPTH_M,TEMP_DEGC,COND_S_PER_M,SALN_PSU,DENSITY_SIGMAT
HA1606_NWHI_PHR_SN4818_011,293429,3966,,PHR-4478,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.77440947,-175.87775923,2016-09-09 21:50:00,2016,TRUE,NO,Random,22.123,22.017,26.253,5.474074,35.236,23.1258
HA1606_NWHI_PHR_SN4818_011,293430,3966,,PHR-4478,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.77440947,-175.87775923,2016-09-09 21:50:00,2016,TRUE,NO,Random,23.129,23.009,26.1641,5.463929,35.2347,23.1545
HA1606_NWHI_PHR_SN4818_011,293431,3966,,PHR-4478,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.77440947,-175.87775923,2016-09-09 21:50:00,2016,TRUE,NO,Random,24.135,23.967,26.1181,5.45876,35.2388,23.1746
HA1606_NWHI_PHR_SN4818_011,293432,3966,,PHR-4478,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.77440947,-175.87775923,2016-09-09 21:50:00,2016,TRUE,NO,Random,25.141,25.001,26.0563,5.451982,35.2233,23.1769
HA1606_NWHI_PHR_SN4818_011,293433,3966,,PHR-4478,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.77440947,-175.87775923,2016-09-09 21:50:00,2016,TRUE,NO,Random,26.146,25.983,25.3148,5.366387,35.0325,23.2079
HA1606_NWHI_PHR_SN4818_011,293434,3966,,PHR-4478,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.77440947,-175.87775923,2016-09-09 21:50:00,2016,TRUE,NO,Random,27.152,27.03,24.6384,5.291661,35.0751,23.475
HA1606_NWHI_PHR_SN4818_011,293435,3966,,PHR-4478,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.77440947,-175.87775923,2016-09-09 21:50:00,2016,TRUE,NO,Random,28.158,28.091,24.1476,5.234369,35.1187,23.6901
HA1606_NWHI_PHR_SN3029_008,291634,3967,,PHR-1097,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.808172,-175.760724,2016-09-09 21:39:00,2016,TRUE,NO,Stratified_Random,2.011,2,27.0729,5.508154,34.881,22.6049
HA1606_NWHI_PHR_SN3029_008,291635,3967,,PHR-1097,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.808172,-175.760724,2016-09-09 21:39:00,2016,TRUE,NO,Stratified_Random,3.017,2.999,27.0255,5.533324,35.0961,22.782
HA1606_NWHI_PHR_SN3029_008,291636,3967,,PHR-1097,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.808172,-175.760724,2016-09-09 21:39:00,2016,TRUE,NO,Stratified_Random,4.023,3.999,26.9504,5.55529,35.3097,22.9668
HA1606_NWHI_PHR_SN3029_008,291637,3967,,PHR-1097,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.808172,-175.760724,2016-09-09 21:39:00,2016,TRUE,NO,Stratified_Random,5.029,4.999,26.9045,5.548316,35.2944,22.9701
HA1606_NWHI_PHR_SN3029_008,291638,3967,,PHR-1097,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.808172,-175.760724,2016-09-09 21:39:00,2016,TRUE,NO,Stratified_Random,6.034,5.998,26.866,5.543311,35.2875,22.9771
HA1606_NWHI_PHR_SN3029_008,291639,3967,,PHR-1097,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.808172,-175.760724,2016-09-09 21:39:00,2016,TRUE,NO,Stratified_Random,7.04,7,26.8455,5.538612,35.269,22.9697
HA1606_NWHI_PHR_SN3029_008,291640,3967,,PHR-1097,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.808172,-175.760724,2016-09-09 21:39:00,2016,TRUE,NO,Stratified_Random,8.046,8,26.8342,5.535866,35.2577,22.9648
HA1606_NWHI_PHR_SN3029_008,291641,3967,,PHR-1097,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.808172,-175.760724,2016-09-09 21:39:00,2016,TRUE,NO,Stratified_Random,9.052,9,26.8199,5.534234,35.2566,22.9685
HA1606_NWHI_PHR_SN3029_008,291642,3967,,PHR-1097,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.808172,-175.760724,2016-09-09 21:39:00,2016,TRUE,NO,Stratified_Random,10.057,9.999,26.8089,5.533352,35.2583,22.9733
HA1606_NWHI_PHR_SN3029_008,291643,3967,,PHR-1097,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.808172,-175.760724,2016-09-09 21:39:00,2016,TRUE,NO,Stratified_Random,11.063,10.999,26.805,5.533033,35.2587,22.9749
HA1606_NWHI_PHR_SN3029_008,291644,3967,,PHR-1097,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.808172,-175.760724,2016-09-09 21:39:00,2016,TRUE,NO,Stratified_Random,12.069,11.999,26.7929,5.531924,35.2596,22.9794
HA1606_NWHI_PHR_SN3029_008,291645,3967,,PHR-1097,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.808172,-175.760724,2016-09-09 21:39:00,2016,TRUE,NO,Stratified_Random,13.075,12.999,26.7903,5.532237,35.2635,22.9831
HA1606_NWHI_PHR_SN3029_008,291646,3967,,PHR-1097,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.808172,-175.760724,2016-09-09 21:39:00,2016,TRUE,NO,Stratified_Random,14.081,13.999,26.7911,5.532505,35.2645,22.9836
HA1606_NWHI_PHR_SN3029_008,291647,3967,,PHR-1097,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.808172,-175.760724,2016-09-09 21:39:00,2016,TRUE,NO,Stratified_Random,15.086,14.998,26.7898,5.532763,35.2671,22.9859
HA1606_NWHI_PHR_SN3029_008,291648,3967,,PHR-1097,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.808172,-175.760724,2016-09-09 21:39:00,2016,TRUE,NO,Stratified_Random,16.092,15.999,26.7923,5.533254,35.2684,22.9861
HA1606_NWHI_PHR_SN4818_012,293436,3968,OCC-PHR-007,PHR-51,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86691274,-175.7334993,2016-09-10 21:42:00,2016,TRUE,NO,Permanent,1.006,1,27.099,5.56941,35.2933,22.9046
HA1606_NWHI_PHR_SN4818_012,293437,3968,OCC-PHR-007,PHR-51,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86691274,-175.7334993,2016-09-10 21:42:00,2016,TRUE,NO,Permanent,2.011,1.897,26.9527,5.557909,35.3227,22.9739
HA1606_NWHI_PHR_SN4818_012,293438,3968,OCC-PHR-007,PHR-51,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86691274,-175.7334993,2016-09-10 21:42:00,2016,TRUE,NO,Permanent,3.017,2.999,26.9285,5.5498,35.2836,22.9527
HA1606_NWHI_PHR_SN4818_012,293439,3968,OCC-PHR-007,PHR-51,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86691274,-175.7334993,2016-09-10 21:42:00,2016,TRUE,NO,Permanent,4.022,3.957,26.9171,5.547879,35.2801,22.9544
HA1606_NWHI_PHR_SN4818_012,293440,3968,OCC-PHR-007,PHR-51,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86691274,-175.7334993,2016-09-10 21:42:00,2016,TRUE,NO,Permanent,5.028,5.002,26.909,5.547214,35.2811,22.9576
HA1606_NWHI_PHR_SN4818_012,293441,3968,OCC-PHR-007,PHR-51,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86691274,-175.7334993,2016-09-10 21:42:00,2016,TRUE,NO,Permanent,6.033,6.023,26.8831,5.544951,35.2785,22.9615
HA1606_NWHI_PHR_SN4818_012,293442,3968,OCC-PHR-007,PHR-51,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86691274,-175.7334993,2016-09-10 21:42:00,2016,TRUE,NO,Permanent,7.039,6.997,26.8668,5.543362,35.2873,22.9768
HA1606_NWHI_PHR_SN4818_012,293443,3968,OCC-PHR-007,PHR-51,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86691274,-175.7334993,2016-09-10 21:42:00,2016,TRUE,NO,Permanent,8.045,7.999,26.8603,5.542819,35.2824,22.9727
HA1606_NWHI_PHR_SN4818_012,293444,3968,OCC-PHR-007,PHR-51,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86691274,-175.7334993,2016-09-10 21:42:00,2016,TRUE,NO,Permanent,9.05,9,26.7777,5.533139,35.2623,22.9784
HA1606_NWHI_PHR_SN4818_012,293445,3968,OCC-PHR-007,PHR-51,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86691274,-175.7334993,2016-09-10 21:42:00,2016,TRUE,NO,Permanent,10.056,9.95,26.727,5.527662,35.2737,23.0083
HA1606_NWHI_PHR_SN4818_012,293446,3968,OCC-PHR-007,PHR-51,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86691274,-175.7334993,2016-09-10 21:42:00,2016,TRUE,NO,Permanent,11.061,11.123,26.7108,5.52587,35.2764,23.0171
HA1606_NWHI_PHR_SN4818_012,293447,3968,OCC-PHR-007,PHR-51,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86691274,-175.7334993,2016-09-10 21:42:00,2016,TRUE,NO,Permanent,12.067,11.957,26.7086,5.52562,35.2787,23.0205
HA1606_NWHI_PHR_SN4818_012,293448,3968,OCC-PHR-007,PHR-51,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86691274,-175.7334993,2016-09-10 21:42:00,2016,TRUE,NO,Permanent,13.073,12.992,26.6951,5.524029,35.2744,23.0204
HA1606_NWHI_PHR_SN4818_012,293449,3968,OCC-PHR-007,PHR-51,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86691274,-175.7334993,2016-09-10 21:42:00,2016,TRUE,NO,Permanent,14.078,13.945,26.689,5.523447,35.277,23.0253
HA1606_NWHI_PHR_SN4818_012,293450,3968,OCC-PHR-007,PHR-51,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86691274,-175.7334993,2016-09-10 21:42:00,2016,TRUE,NO,Permanent,15.084,14.958,26.6903,5.523637,35.278,23.026
HA1606_NWHI_PHR_SN4818_012,293451,3968,OCC-PHR-007,PHR-51,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86691274,-175.7334993,2016-09-10 21:42:00,2016,TRUE,NO,Permanent,16.09,16.042,26.6802,5.522373,35.2723,23.0233
HA1606_NWHI_PHR_SN4818_012,293452,3968,OCC-PHR-007,PHR-51,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86691274,-175.7334993,2016-09-10 21:42:00,2016,TRUE,NO,Permanent,17.095,17.015,26.671,5.521444,35.2735,23.0276
HA1606_NWHI_PHR_SN4818_012,293453,3968,OCC-PHR-007,PHR-51,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86691274,-175.7334993,2016-09-10 21:42:00,2016,TRUE,NO,Permanent,18.101,18.031,26.6622,5.520363,35.2735,23.031
HA1606_NWHI_PHR_SN4818_012,293454,3968,OCC-PHR-007,PHR-51,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86691274,-175.7334993,2016-09-10 21:42:00,2016,TRUE,NO,Permanent,19.107,19.069,26.663,5.520491,35.2746,23.032
HA1606_NWHI_PHR_SN4818_013,293455,3969,,PHR-4479,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86545713,-175.72385475,2016-09-10 22:57:00,2016,TRUE,NO,Random,1.006,0.991,26.4971,5.490421,35.1912,23.0183
HA1606_NWHI_PHR_SN4818_013,293456,3969,,PHR-4479,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86545713,-175.72385475,2016-09-10 22:57:00,2016,TRUE,NO,Random,2.011,1.958,26.343,5.481054,35.2357,23.1021
HA1606_NWHI_PHR_SN4818_013,293457,3969,,PHR-4479,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86545713,-175.72385475,2016-09-10 22:57:00,2016,TRUE,NO,Random,3.017,3.015,26.3163,5.478242,35.2357,23.1106
HA1606_NWHI_PHR_SN4818_013,293458,3969,,PHR-4479,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86545713,-175.72385475,2016-09-10 22:57:00,2016,TRUE,NO,Random,4.022,3.986,26.3009,5.476675,35.2378,23.1177
HA1606_NWHI_PHR_SN4818_013,293459,3969,,PHR-4479,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86545713,-175.72385475,2016-09-10 22:57:00,2016,TRUE,NO,Random,5.028,4.988,26.2922,5.475727,35.238,23.121
HA1606_NWHI_PHR_SN4818_013,293460,3969,,PHR-4479,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86545713,-175.72385475,2016-09-10 22:57:00,2016,TRUE,NO,Random,6.034,6.014,26.283,5.474753,35.2362,23.1218
HA1606_NWHI_PHR_SN4818_013,293461,3969,,PHR-4479,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86545713,-175.72385475,2016-09-10 22:57:00,2016,TRUE,NO,Random,7.039,6.97,26.2586,5.472022,35.2327,23.1261
HA1606_NWHI_PHR_SN4818_013,293462,3969,,PHR-4479,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86545713,-175.72385475,2016-09-10 22:57:00,2016,TRUE,NO,Random,8.045,8.015,26.2176,5.467447,35.2267,23.1329
HA1606_NWHI_PHR_SN4818_013,293463,3969,,PHR-4479,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86545713,-175.72385475,2016-09-10 22:57:00,2016,TRUE,NO,Random,9.05,8.955,26.1932,5.464909,35.2332,23.148
HA1606_NWHI_PHR_SN4818_013,293464,3969,,PHR-4479,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86545713,-175.72385475,2016-09-10 22:57:00,2016,TRUE,NO,Random,10.056,10.011,26.1663,5.461883,35.2252,23.1478
HA1606_NWHI_PHR_SN4818_013,293465,3969,,PHR-4479,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86545713,-175.72385475,2016-09-10 22:57:00,2016,TRUE,NO,Random,11.061,11.01,26.0853,5.45269,35.2053,23.1521
HA1606_NWHI_PHR_SN4818_013,293466,3969,,PHR-4479,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86545713,-175.72385475,2016-09-10 22:57:00,2016,TRUE,NO,Random,12.067,12.036,25.9529,5.437765,35.2021,23.1927
HA1606_NWHI_PHR_SN4818_013,293467,3969,,PHR-4479,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.86545713,-175.72385475,2016-09-10 22:57:00,2016,TRUE,NO,Random,13.073,13.297,25.8566,5.424666,35.1991,23.228
HA1606_NWHI_PHR_SN3029_009,291649,3970,,PHR-1076,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.793472,-175.996414,2016-09-11 21:37:00,2016,TRUE,NO,Stratified_Random,1.006,1,27.9012,,,
HA1606_NWHI_PHR_SN3029_009,291650,3970,,PHR-1076,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.793472,-175.996414,2016-09-11 21:37:00,2016,TRUE,NO,Stratified_Random,2.012,2,26.4293,5.422824,34.8238,22.7688
HA1606_NWHI_PHR_SN3029_009,291651,3970,,PHR-1076,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.793472,-175.996414,2016-09-11 21:37:00,2016,TRUE,NO,Stratified_Random,3.017,2.999,26.3426,5.486743,35.28,23.1372
HA1606_NWHI_PHR_SN3029_009,291652,3970,,PHR-1076,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.793472,-175.996414,2016-09-11 21:37:00,2016,TRUE,NO,Stratified_Random,4.023,3.999,26.3046,5.479501,35.257,23.1319
HA1606_NWHI_PHR_SN3029_009,291653,3970,,PHR-1076,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.793472,-175.996414,2016-09-11 21:37:00,2016,TRUE,NO,Stratified_Random,5.029,4.999,26.2411,5.469559,35.2333,23.1339
HA1606_NWHI_PHR_SN3029_009,291654,3970,,PHR-1076,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.793472,-175.996414,2016-09-11 21:37:00,2016,TRUE,NO,Stratified_Random,6.034,5.999,26.2122,5.467067,35.2371,23.1458
HA1606_NWHI_PHR_SN3029_009,291655,3970,,PHR-1076,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.793472,-175.996414,2016-09-11 21:37:00,2016,TRUE,NO,Stratified_Random,7.04,6.999,26.1229,5.453101,35.2039,23.1487
HA1606_NWHI_PHR_SN3029_009,291656,3970,,PHR-1076,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.793472,-175.996414,2016-09-11 21:37:00,2016,TRUE,NO,Stratified_Random,8.046,8,26.0388,5.447287,35.2259,23.1916
HA1606_NWHI_PHR_SN3029_009,291657,3970,,PHR-1076,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.793472,-175.996414,2016-09-11 21:37:00,2016,TRUE,NO,Stratified_Random,9.052,9,26.0216,5.445527,35.226,23.197
HA1606_NWHI_PHR_SN3029_009,291658,3970,,PHR-1076,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.793472,-175.996414,2016-09-11 21:37:00,2016,TRUE,NO,Stratified_Random,10.058,9.999,26.0055,5.444146,35.228,23.2037
HA1606_NWHI_PHR_SN3029_009,291659,3970,,PHR-1076,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.793472,-175.996414,2016-09-11 21:37:00,2016,TRUE,NO,Stratified_Random,11.064,10.999,25.9991,5.444112,35.2324,23.209
HA1606_NWHI_PHR_SN3029_009,291660,3970,,PHR-1076,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.793472,-175.996414,2016-09-11 21:37:00,2016,TRUE,NO,Stratified_Random,12.069,11.999,26.0021,5.444574,35.233,23.2085
HA1606_NWHI_PHR_SN3029_010,291662,3971,,PHR-1093,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.777513,-175.990666,2016-09-11 23:02:00,2016,TRUE,NO,Stratified_Random,1.006,1,27.6374,,,
HA1606_NWHI_PHR_SN3029_010,291664,3971,,PHR-1093,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.777513,-175.990666,2016-09-11 23:02:00,2016,TRUE,NO,Stratified_Random,3.017,2.999,27.4264,5.620968,35.4133,22.8919
HA1606_NWHI_PHR_SN3029_010,291665,3971,,PHR-1093,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.777513,-175.990666,2016-09-11 23:02:00,2016,TRUE,NO,Stratified_Random,4.023,3.999,27.2527,5.599417,35.395,22.9343
HA1606_NWHI_PHR_SN3029_010,291666,3971,,PHR-1093,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.777513,-175.990666,2016-09-11 23:02:00,2016,TRUE,NO,Stratified_Random,5.029,4.999,26.9991,5.584034,35.4781,23.0782
HA1606_NWHI_PHR_SN3029_010,291667,3971,,PHR-1093,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.777513,-175.990666,2016-09-11 23:02:00,2016,TRUE,NO,Stratified_Random,6.034,5.999,26.8245,5.556409,35.4131,23.0849
HA1606_NWHI_PHR_SN3029_010,291668,3971,,PHR-1093,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.777513,-175.990666,2016-09-11 23:02:00,2016,TRUE,NO,Stratified_Random,7.04,6.999,26.6229,5.51978,35.3036,23.0665
HA1606_NWHI_PHR_SN3029_010,291669,3971,,PHR-1093,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.777513,-175.990666,2016-09-11 23:02:00,2016,TRUE,NO,Stratified_Random,8.046,8,26.5206,5.506268,35.284,23.0841
HA1606_NWHI_PHR_SN3029_010,291670,3971,,PHR-1093,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.777513,-175.990666,2016-09-11 23:02:00,2016,TRUE,NO,Stratified_Random,9.052,9,26.5219,5.504629,35.2708,23.0737
HA1606_NWHI_PHR_SN3029_010,291671,3971,,PHR-1093,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.777513,-175.990666,2016-09-11 23:02:00,2016,TRUE,NO,Stratified_Random,10.058,10,26.5184,5.503263,35.2633,23.0692
HA1606_NWHI_PHR_SN3029_010,291672,3971,,PHR-1093,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.777513,-175.990666,2016-09-11 23:02:00,2016,TRUE,NO,Stratified_Random,11.063,10.999,26.5158,5.503091,35.2639,23.0704
HA1606_NWHI_PHR_SN3029_010,291673,3971,,PHR-1093,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.777513,-175.990666,2016-09-11 23:02:00,2016,TRUE,NO,Stratified_Random,12.069,11.999,26.5196,5.503182,35.2612,23.0672
HA1606_NWHI_PHR_SN3029_010,291674,3971,,PHR-1093,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.777513,-175.990666,2016-09-11 23:02:00,2016,TRUE,NO,Stratified_Random,13.075,12.999,26.5189,5.502937,35.2597,23.0663
HA1606_NWHI_PHR_SN3029_010,291675,3971,,PHR-1093,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.777513,-175.990666,2016-09-11 23:02:00,2016,TRUE,NO,Stratified_Random,14.08,13.999,26.5187,5.502964,35.2597,23.0664
HA1606_NWHI_PHR_SN3029_010,291676,3971,,PHR-1093,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.777513,-175.990666,2016-09-11 23:02:00,2016,TRUE,NO,Stratified_Random,15.086,14.998,26.5214,5.503425,35.2606,23.0662
HA1606_NWHI_PHR_SN3029_010,291677,3971,,PHR-1093,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.777513,-175.990666,2016-09-11 23:02:00,2016,TRUE,NO,Stratified_Random,16.092,15.999,26.5236,5.503699,35.2607,23.0656
HA1606_NWHI_PHR_SN4818_015,293890,3973,OCC-PHR-016,PHR-54,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.79317252,-175.99710077,2016-09-11 22:03:00,2016,TRUE,NO,Permanent,1.006,0.97,27.0433,5.564793,35.3001,22.9265
HA1606_NWHI_PHR_SN4818_015,293891,3973,OCC-PHR-016,PHR-54,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.79317252,-175.99710077,2016-09-11 22:03:00,2016,TRUE,NO,Permanent,2.011,1.782,26.8328,5.542304,35.2479,22.933
HA1606_NWHI_PHR_SN4818_015,293892,3973,OCC-PHR-016,PHR-54,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.79317252,-175.99710077,2016-09-11 22:03:00,2016,TRUE,NO,Permanent,3.017,2.947,26.5179,5.504423,35.1573,22.9408
HA1606_NWHI_PHR_SN4818_015,293893,3973,OCC-PHR-016,PHR-54,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.79317252,-175.99710077,2016-09-11 22:03:00,2016,TRUE,NO,Permanent,4.022,4.107,26.2401,5.471962,35.1661,23.0481
HA1606_NWHI_PHR_SN4818_015,293894,3973,OCC-PHR-016,PHR-54,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.79317252,-175.99710077,2016-09-11 22:03:00,2016,TRUE,NO,Permanent,5.028,5.102,26.1342,5.460759,35.2353,23.1622
HA1606_NWHI_PHR_SN4818_015,293895,3973,OCC-PHR-016,PHR-54,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.79317252,-175.99710077,2016-09-11 22:03:00,2016,TRUE,NO,Permanent,6.033,5.962,26.1149,5.458287,35.2436,23.1794
HA1606_NWHI_PHR_SN4818_015,293896,3973,OCC-PHR-016,PHR-54,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.79317252,-175.99710077,2016-09-11 22:03:00,2016,TRUE,NO,Permanent,7.039,6.992,26.0897,5.455151,35.2422,23.1872
HA1606_NWHI_PHR_SN4818_015,293897,3973,OCC-PHR-016,PHR-54,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.79317252,-175.99710077,2016-09-11 22:03:00,2016,TRUE,NO,Permanent,8.045,8.018,26.1068,5.457645,35.2526,23.192
HA1606_NWHI_PHR_SN4818_015,293898,3973,OCC-PHR-016,PHR-54,HA1606_NWHI,NWHI,Hawaiian Archipelago,PHR,Pearl and Hermes Atoll,27.79317252,-175.99710077,2016-09-11 22:03:00,2016,TRUE,NO,Permanent,9.05,9.024,26.0899,5.455631,35.242,23.1857
